Entity,Code,Year,"Hospital beds (per 1,000 people)"
Switzerland,CHE,2018,4.63
Switzerland,CHE,2019,4.59
Switzerland,CHE,2020,4.48
Switzerland,CHE,2021,4.43
Switzerland,CHE,2022,4.41
Switzerland,CHE,2023,4.38
Syria,SYR,1960,1.0767375
Syria,SYR,1970,0.9934
Syria,SYR,1975,1
Syria,SYR,1980,1.1045
Syria,SYR,1981,1.1458
Syria,SYR,1990,1.0865
Syria,SYR,1996,1.5
Syria,SYR,1998,1.5
Syria,SYR,1999,1.4
Syria,SYR,2000,1.4
Syria,SYR,2001,1.4
Syria,SYR,2002,1.38
Syria,SYR,2003,1.49
Syria,SYR,2004,1.49
Syria,SYR,2005,1.28
Syria,SYR,2006,1.47
Syria,SYR,2007,1.47
Syria,SYR,2008,1.54
Syria,SYR,2009,1.51
Syria,SYR,2010,1.54
Syria,SYR,2011,1.55
Syria,SYR,2012,1.53
Syria,SYR,2013,1.52
Syria,SYR,2014,1.5
Syria,SYR,2015,1.47
Syria,SYR,2016,1.46
Syria,SYR,2017,1.4
Syria,SYR,2018,1.26
Syria,SYR,2019,1.26
Syria,SYR,2020,1.39
Syria,SYR,2021,1.43
Tajikistan,TJK,1985,10.6448
Tajikistan,TJK,1986,10.6449
Tajikistan,TJK,1987,10.6556
Tajikistan,TJK,1988,10.6742
Tajikistan,TJK,1989,10.6298
Tajikistan,TJK,1990,10.6618
Tajikistan,TJK,1991,10.9629
Tajikistan,TJK,1992,11.2423
Tajikistan,TJK,1993,10.6812
Tajikistan,TJK,1994,8.9413
Tajikistan,TJK,1995,8.2
Tajikistan,TJK,1996,7.47
Tajikistan,TJK,1997,7.22
Tajikistan,TJK,1998,6.91
Tajikistan,TJK,1999,6.8
Tajikistan,TJK,2000,6.44
Tajikistan,TJK,2001,6.3
Tajikistan,TJK,2002,6.19
Tajikistan,TJK,2003,6.04
Tajikistan,TJK,2004,5.97
Tajikistan,TJK,2005,5.86
Tajikistan,TJK,2006,5.72
Tajikistan,TJK,2007,5.4
Tajikistan,TJK,2008,5.27
Tajikistan,TJK,2009,5.16
Tajikistan,TJK,2010,4.99
Tajikistan,TJK,2011,4.88
Tajikistan,TJK,2012,4.76
Tajikistan,TJK,2013,4.7
Tajikistan,TJK,2014,4.59
Tajikistan,TJK,2015,4.52
Tajikistan,TJK,2016,4.49
Tajikistan,TJK,2017,4.41
Tajikistan,TJK,2018,4.34
Tajikistan,TJK,2019,4.26
Tajikistan,TJK,2020,4.26
Tajikistan,TJK,2021,4.22
Tajikistan,TJK,2022,4.22
Tajikistan,TJK,2023,4.04
Tanzania,TZA,1960,1.4904459
Tanzania,TZA,1976,1.4313
Tanzania,TZA,1978,1.4372
Tanzania,TZA,1980,1.3975
Tanzania,TZA,1982,1.3658
Tanzania,TZA,1984,1.3031
Tanzania,TZA,1988,1.0904
Tanzania,TZA,1990,1.0246
Tanzania,TZA,1992,0.8903
Tanzania,TZA,2009,0.63
Tanzania,TZA,2010,0.74
Tanzania,TZA,2011,0.76
Tanzania,TZA,2013,1.01
Tanzania,TZA,2014,0.68
Tanzania,TZA,2016,0.46
Tanzania,TZA,2018,0.44
Tanzania,TZA,2019,0.62
Tanzania,TZA,2020,0.64
Tanzania,TZA,2021,0.64
Tanzania,TZA,2022,0.84
Thailand,THA,1960,0.7400349
Thailand,THA,1970,1.1373
Thailand,THA,1975,1.1119
Thailand,THA,1980,1.5351
Thailand,THA,1990,1.6326
Thailand,THA,1991,1.6613
Thailand,THA,1992,1.7067
Thailand,THA,1995,1.99
Thailand,THA,1999,2.2
Thailand,THA,2000,2.16
Thailand,THA,2001,2.16
Thailand,THA,2002,2.09
Thailand,THA,2003,2.08
Thailand,THA,2004,2.04
Thailand,THA,2005,2.01
Thailand,THA,2006,2.02
Thailand,THA,2007,2.07
Thailand,THA,2008,1.86
Thailand,THA,2009,1.73
Thailand,THA,2010,1.96
Thailand,THA,2011,2.09
Thailand,THA,2012,2.12
Thailand,THA,2013,2.17
Thailand,THA,2014,2.14
Thailand,THA,2015,2.13
Thailand,THA,2016,2
Thailand,THA,2017,2.12
Thailand,THA,2018,2.1
Thailand,THA,2019,2.21
Thailand,THA,2020,2.32
Thailand,THA,2021,2.34
Thailand,THA,2022,2.39
Thailand,THA,2023,2.39
Togo,TGO,1960,1.2650919
Togo,TGO,1970,1.5333
Togo,TGO,1975,1.4399
Togo,TGO,1990,1.5111
Togo,TGO,2002,0.92
Togo,TGO,2003,0.81
Togo,TGO,2004,0.78
Togo,TGO,2005,0.7
Togo,TGO,2006,0.84
Togo,TGO,2007,0.64
Togo,TGO,2008,0.62
Togo,TGO,2009,0.63
Togo,TGO,2010,0.57
Togo,TGO,2011,0.56
Togo,TGO,2012,0.63
Togo,TGO,2013,0.62
Togo,TGO,2014,0.61
Togo,TGO,2015,0.64
Togo,TGO,2016,0.65
Togo,TGO,2017,0.64
Togo,TGO,2018,0.63
Togo,TGO,2019,0.56
Togo,TGO,2020,0.37
Togo,TGO,2021,0.41
Togo,TGO,2022,0.33
Tonga,TON,1960,2.5
Tonga,TON,1970,2.593
Tonga,TON,1980,3.4468
Tonga,TON,1981,3.5394
Tonga,TON,2010,2.48
Trinidad and Tobago,TTO,1960,5.589561
Trinidad and Tobago,TTO,1970,4.9434
Trinidad and Tobago,TTO,1975,4.9852
Trinidad and Tobago,TTO,1986,5.0373
Trinidad and Tobago,TTO,1990,4
Trinidad and Tobago,TTO,1993,3.2426
Trinidad and Tobago,TTO,1995,3.8
Trinidad and Tobago,TTO,1996,5.11
Trinidad and Tobago,TTO,2010,2.05
Trinidad and Tobago,TTO,2012,2.6
Trinidad and Tobago,TTO,2013,2.58
Trinidad and Tobago,TTO,2014,2.85
Trinidad and Tobago,TTO,2015,2.43
Trinidad and Tobago,TTO,2016,2.46
Trinidad and Tobago,TTO,2017,2.47
Trinidad and Tobago,TTO,2018,2.44
Trinidad and Tobago,TTO,2019,1.95
Trinidad and Tobago,TTO,2020,1.97
Trinidad and Tobago,TTO,2021,1.65
Trinidad and Tobago,TTO,2022,1.96
Trinidad and Tobago,TTO,2023,2.37
Tunisia,TUN,1960,2.4676616
Tunisia,TUN,1970,2.4443
Tunisia,TUN,1975,2.5
Tunisia,TUN,1980,2.1258
Tunisia,TUN,1989,1.9657
Tunisia,TUN,1990,1.9167
Tunisia,TUN,1991,2.0123
Tunisia,TUN,1992,2.8573
Tunisia,TUN,1994,1.7615
Tunisia,TUN,1996,2
Tunisia,TUN,1997,1.7
Tunisia,TUN,2000,1.71
Tunisia,TUN,2002,1.67
Tunisia,TUN,2003,1.67
Tunisia,TUN,2004,1.72
Tunisia,TUN,2005,1.72
Tunisia,TUN,2006,1.74
Tunisia,TUN,2007,1.72
Tunisia,TUN,2008,1.78
Tunisia,TUN,2009,1.8
Tunisia,TUN,2010,1.82
Tunisia,TUN,2011,1.8
Tunisia,TUN,2012,1.79
Tunisia,TUN,2013,1.81
Tunisia,TUN,2014,1.79
Tunisia,TUN,2015,1.8
Tunisia,TUN,2016,1.79
Tunisia,TUN,2017,1.81
Tunisia,TUN,2018,1.82
Tunisia,TUN,2019,1.82
Tunisia,TUN,2020,2.42
Tunisia,TUN,2021,2.46
Tunisia,TUN,2023,1.82
Turkey,TUR,1960,1.7
Turkey,TUR,1965,1.8
Turkey,TUR,1970,2
Turkey,TUR,1975,2
Turkey,TUR,1980,2.2
Turkey,TUR,1985,2.1
Turkey,TUR,1986,2.1
Turkey,TUR,1987,2.1
Turkey,TUR,1988,2.1
Turkey,TUR,1989,2.1
Turkey,TUR,1990,2.4
Turkey,TUR,1991,2.4
Turkey,TUR,1992,2.4
Turkey,TUR,1993,2.5
Turkey,TUR,1994,2.5
Turkey,TUR,1995,2.5
Turkey,TUR,1996,2.5
Turkey,TUR,1997,2.5
Turkey,TUR,1998,2.5
Turkey,TUR,1999,2.6
Turkey,TUR,2002,2.45
Turkey,TUR,2003,2.44
Turkey,TUR,2004,2.43
Turkey,TUR,2005,2.47
Turkey,TUR,2006,2.49
Turkey,TUR,2007,2.52
Turkey,TUR,2008,2.56
Turkey,TUR,2009,2.6
Turkey,TUR,2010,2.73
Turkey,TUR,2011,2.62
Turkey,TUR,2012,2.66
Turkey,TUR,2013,2.64
Turkey,TUR,2014,2.65
Turkey,TUR,2015,2.62
Turkey,TUR,2016,2.67
Turkey,TUR,2017,2.72
Turkey,TUR,2018,2.75
Turkey,TUR,2019,2.78
Turkey,TUR,2020,2.92
Turkey,TUR,2021,2.94
Turkey,TUR,2022,3.01
Turkey,TUR,2023,3.05
Turkmenistan,TKM,1980,10.4605
Turkmenistan,TKM,1985,10.668
Turkmenistan,TKM,1986,11.1222
Turkmenistan,TKM,1987,11.105
Turkmenistan,TKM,1988,11.1293
Turkmenistan,TKM,1989,11.1934
Turkmenistan,TKM,1990,11.485
Turkmenistan,TKM,1991,11.555
Turkmenistan,TKM,1992,11.4153
Turkmenistan,TKM,1993,11.6789
Turkmenistan,TKM,1994,11.4707
Turkmenistan,TKM,1995,10.26
Turkmenistan,TKM,1996,8.01
Turkmenistan,TKM,1997,7.11
Turkmenistan,TKM,2000,5.21
Turkmenistan,TKM,2001,5.31
Turkmenistan,TKM,2002,5.19
Turkmenistan,TKM,2003,5.08
Turkmenistan,TKM,2004,4.92
Turkmenistan,TKM,2005,4.21
Turkmenistan,TKM,2006,4.13
Turkmenistan,TKM,2007,3.85
Turkmenistan,TKM,2008,3.8
Turkmenistan,TKM,2009,3.77
Turkmenistan,TKM,2010,3.71
Turkmenistan,TKM,2011,3.65
Turkmenistan,TKM,2012,3.53
Turkmenistan,TKM,2013,3.47
Turkmenistan,TKM,2014,3.52
Turkmenistan,TKM,2015,3.94
Turkmenistan,TKM,2016,3.88
Turkmenistan,TKM,2017,3.86
Turkmenistan,TKM,2018,3.82
Turkmenistan,TKM,2019,3.73
Turkmenistan,TKM,2020,3.68
Turkmenistan,TKM,2021,3.6
Tuvalu,TUV,2001,4.16
Uganda,UGA,1960,1.4807985
Uganda,UGA,1970,1.5587
Uganda,UGA,1975,1.6485
Uganda,UGA,1981,1.5125
Uganda,UGA,1988,1.3154
Uganda,UGA,1991,0.9162
Uganda,UGA,2009,0.4
Uganda,UGA,2010,0.5
Ukraine,UKR,1980,12.1435
Ukraine,UKR,1981,12.2533
Ukraine,UKR,1982,12.3578
Ukraine,UKR,1983,12.4448
Ukraine,UKR,1984,12.591
Ukraine,UKR,1985,12.695
Ukraine,UKR,1986,12.7876
Ukraine,UKR,1987,12.8506
Ukraine,UKR,1988,12.9304
Ukraine,UKR,1989,13.0064
Ukraine,UKR,1990,13.0131
Ukraine,UKR,1991,12.9691
Ukraine,UKR,1992,12.729
Ukraine,UKR,1993,12.4707
Ukraine,UKR,1994,12.3022
Ukraine,UKR,1995,11.89
Ukraine,UKR,1996,10.84
Ukraine,UKR,1997,9.37
Ukraine,UKR,1998,9.04
Ukraine,UKR,1999,8.95
Ukraine,UKR,2000,8.76
Ukraine,UKR,2001,8.74
Ukraine,UKR,2002,8.77
Ukraine,UKR,2003,8.69
Ukraine,UKR,2004,8.6
Ukraine,UKR,2005,8.56
Ukraine,UKR,2006,8.61
Ukraine,UKR,2007,8.59
Ukraine,UKR,2008,8.61
Ukraine,UKR,2009,9.25
Ukraine,UKR,2010,9.23
Ukraine,UKR,2011,8.9
Ukraine,UKR,2012,8.75
Ukraine,UKR,2013,8.63
Ukraine,UKR,2014,7.31
Ukraine,UKR,2015,7.27
Ukraine,UKR,2016,6.91
Ukraine,UKR,2017,6.8
Ukraine,UKR,2018,6.68
Ukraine,UKR,2019,6.56
Ukraine,UKR,2020,6.15
Ukraine,UKR,2021,5.53
Ukraine,UKR,2022,6.14
United Arab Emirates,ARE,1980,2.8495
United Arab Emirates,ARE,1981,2.8751
United Arab Emirates,ARE,1990,2.64
United Arab Emirates,ARE,1992,3.0605
United Arab Emirates,ARE,1996,2.64
United Arab Emirates,ARE,2000,1.97
United Arab Emirates,ARE,2001,1.98
United Arab Emirates,ARE,2002,1.95
United Arab Emirates,ARE,2003,1.95
United Arab Emirates,ARE,2004,1.76
United Arab Emirates,ARE,2005,1.31
United Arab Emirates,ARE,2007,1.48
United Arab Emirates,ARE,2008,1.4
United Arab Emirates,ARE,2009,1.37
United Arab Emirates,ARE,2010,1.27
United Arab Emirates,ARE,2011,1.26
United Arab Emirates,ARE,2012,1.29
United Arab Emirates,ARE,2013,1.25
United Arab Emirates,ARE,2014,1.29
United Arab Emirates,ARE,2015,1.43
United Arab Emirates,ARE,2016,1.39
United Arab Emirates,ARE,2017,1.46
United Arab Emirates,ARE,2018,1.6
United Arab Emirates,ARE,2019,1.83
United Arab Emirates,ARE,2020,1.91
United Arab Emirates,ARE,2021,1.88
United Arab Emirates,ARE,2022,1.87
United Kingdom,GBR,1960,10.7
United Kingdom,GBR,1970,9.6
United Kingdom,GBR,1980,8.1
United Kingdom,GBR,1985,7.4
United Kingdom,GBR,1990,5.9
United Kingdom,GBR,1991,5.6
United Kingdom,GBR,1992,5.4
United Kingdom,GBR,1993,5.1
United Kingdom,GBR,1994,4.8
United Kingdom,GBR,1995,4.8
United Kingdom,GBR,1996,4.6
United Kingdom,GBR,1997,4.6
United Kingdom,GBR,1998,4.4
United Kingdom,GBR,1999,4.2
United Kingdom,GBR,2000,4.07
United Kingdom,GBR,2001,4.03
United Kingdom,GBR,2002,3.97
United Kingdom,GBR,2003,3.94
United Kingdom,GBR,2004,3.85
United Kingdom,GBR,2005,3.71
United Kingdom,GBR,2006,3.53
United Kingdom,GBR,2007,3.38
United Kingdom,GBR,2008,3.32
United Kingdom,GBR,2009,3.25
United Kingdom,GBR,2010,2.92
United Kingdom,GBR,2011,2.87
United Kingdom,GBR,2012,2.8
United Kingdom,GBR,2013,2.75
United Kingdom,GBR,2014,2.72
United Kingdom,GBR,2015,2.6
United Kingdom,GBR,2016,2.56
United Kingdom,GBR,2017,2.53
United Kingdom,GBR,2018,2.48
United Kingdom,GBR,2019,2.44
United Kingdom,GBR,2020,2.42
United Kingdom,GBR,2021,2.41
United Kingdom,GBR,2022,2.42
United States,USA,1960,9.2
United States,USA,1965,8.8
United States,USA,1970,7.9
United States,USA,1971,7.5
United States,USA,1972,7.4
United States,USA,1973,7.2
United States,USA,1974,7.1
United States,USA,1975,6.8
United States,USA,1976,6.6
United States,USA,1977,6.4
United States,USA,1978,6.2
United States,USA,1979,6.1
United States,USA,1980,6
United States,USA,1981,5.9
United States,USA,1982,5.9
United States,USA,1983,5.8
United States,USA,1984,5.7
United States,USA,1985,5.5
United States,USA,1986,5.4
United States,USA,1987,5.2
United States,USA,1988,5.1
United States,USA,1989,5
United States,USA,1990,4.9
United States,USA,1991,4.8
United States,USA,1992,4.6
United States,USA,1993,4.5
United States,USA,1994,4.3
United States,USA,1995,4.1
United States,USA,1996,3.9
United States,USA,1997,3.8
United States,USA,1998,3.7
United States,USA,1999,3.6
United States,USA,2000,3.49
United States,USA,2001,3.47
United States,USA,2002,3.4
United States,USA,2003,3.33
United States,USA,2004,3.26
United States,USA,2005,3.2
United States,USA,2006,3.17
United States,USA,2007,3.13
United States,USA,2008,3.12
United States,USA,2009,3.07
United States,USA,2010,3.03
United States,USA,2011,2.94
United States,USA,2012,2.9
United States,USA,2013,2.86
United States,USA,2014,2.79
United States,USA,2015,2.75
United States,USA,2016,2.72
United States,USA,2017,2.8
United States,USA,2018,2.76
United States,USA,2019,2.72
United States,USA,2020,2.71
United States,USA,2021,2.7
United States,USA,2022,2.68
United States Virgin Islands,VIR,1990,4.8
United States Virgin Islands,VIR,1996,18.68
Upper-middle-income countries,OWID_UMC,1970,1.8081547
Upper-middle-income countries,OWID_UMC,1975,2.0769658
Upper-middle-income countries,OWID_UMC,1980,2.8008623
Upper-middle-income countries,OWID_UMC,1985,2.8458078
Upper-middle-income countries,OWID_UMC,1987,3.2331798
Upper-middle-income countries,OWID_UMC,1989,2.9395478
Upper-middle-income countries,OWID_UMC,1990,2.8319123
Upper-middle-income countries,OWID_UMC,1991,2.8969655
Upper-middle-income countries,OWID_UMC,1992,2.8639572
Upper-middle-income countries,OWID_UMC,1993,2.9273732
Upper-middle-income countries,OWID_UMC,1994,2.837728
Upper-middle-income countries,OWID_UMC,1995,3.0700824
Upper-middle-income countries,OWID_UMC,1996,2.8845434
Upper-middle-income countries,OWID_UMC,1998,2.5588956
Upper-middle-income countries,OWID_UMC,1999,2.8032858
Upper-middle-income countries,OWID_UMC,2000,2.0251474
Upper-middle-income countries,OWID_UMC,2001,1.9857602
Upper-middle-income countries,OWID_UMC,2002,2.0183716
Upper-middle-income countries,OWID_UMC,2003,1.9868622
Upper-middle-income countries,OWID_UMC,2004,1.9931067
Upper-middle-income countries,OWID_UMC,2005,2.0435314
Upper-middle-income countries,OWID_UMC,2006,2.0840175
Upper-middle-income countries,OWID_UMC,2007,2.1471386
Upper-middle-income countries,OWID_UMC,2008,2.2204702
Upper-middle-income countries,OWID_UMC,2009,2.2887738
Upper-middle-income countries,OWID_UMC,2010,2.379606
Upper-middle-income countries,OWID_UMC,2011,2.4950655
Upper-middle-income countries,OWID_UMC,2012,2.6735427
Upper-middle-income countries,OWID_UMC,2013,2.8446262
Upper-middle-income countries,OWID_UMC,2014,2.9292903
Upper-middle-income countries,OWID_UMC,2015,3.0804698
Upper-middle-income countries,OWID_UMC,2016,3.2089562
Upper-middle-income countries,OWID_UMC,2017,3.309223
Upper-middle-income countries,OWID_UMC,2018,3.4548922
Upper-middle-income countries,OWID_UMC,2019,3.609359
Upper-middle-income countries,OWID_UMC,2020,3.815666
Upper-middle-income countries,OWID_UMC,2021,3.9439228
Upper-middle-income countries,OWID_UMC,2022,4.1963406
Upper-middle-income countries,OWID_UMC,2023,4.5486484
Uruguay,URY,1960,5.5118203
Uruguay,URY,1970,5.9127
Uruguay,URY,1975,5.0018
Uruguay,URY,1985,3.2458
Uruguay,URY,1990,4.5226
Uruguay,URY,1993,4.5
Uruguay,URY,1996,4.39
Uruguay,URY,2005,1.05
Uruguay,URY,2006,1
Uruguay,URY,2007,0.99
Uruguay,URY,2008,0.96
Uruguay,URY,2009,1.11
Uruguay,URY,2010,2.61
Uruguay,URY,2011,2.58
Uruguay,URY,2012,2.54
Uruguay,URY,2013,2.54
Uruguay,URY,2014,2.5
Uruguay,URY,2015,2.48
Uruguay,URY,2016,2.51
Uruguay,URY,2017,2.47
Uruguay,URY,2018,2.52
Uruguay,URY,2019,2.5
Uruguay,URY,2020,2.52
Uruguay,URY,2021,2.5
Uruguay,URY,2022,2.51
Uruguay,URY,2023,2.44
Uzbekistan,UZB,1980,9.1763
Uzbekistan,UZB,1985,11.8342
Uzbekistan,UZB,1986,11.9557
Uzbekistan,UZB,1987,11.9457
Uzbekistan,UZB,1988,12.2162
Uzbekistan,UZB,1989,12.2851
Uzbekistan,UZB,1990,12.4828
Uzbekistan,UZB,1991,10.9473
Uzbekistan,UZB,1992,10.7541
Uzbekistan,UZB,1993,9.3942
Uzbekistan,UZB,1994,8.6633
Uzbekistan,UZB,1995,8.3
Uzbekistan,UZB,1996,7.93
Uzbekistan,UZB,1997,6.48
Uzbekistan,UZB,1998,5.55
Uzbekistan,UZB,1999,5.39
Uzbekistan,UZB,2000,5.59
Uzbekistan,UZB,2001,5.58
Uzbekistan,UZB,2002,5.79
Uzbekistan,UZB,2003,5.71
Uzbekistan,UZB,2004,5.49
Uzbekistan,UZB,2005,5.4
Uzbekistan,UZB,2006,5.38
Uzbekistan,UZB,2007,5.13
Uzbekistan,UZB,2008,5
Uzbekistan,UZB,2009,5
Uzbekistan,UZB,2010,4.92
Uzbekistan,UZB,2011,4.85
Uzbekistan,UZB,2012,4.73
Uzbekistan,UZB,2013,4.51
Uzbekistan,UZB,2014,4.33
Uzbekistan,UZB,2015,4.22
Uzbekistan,UZB,2016,4.22
Uzbekistan,UZB,2017,4.26
Uzbekistan,UZB,2018,4.74
Uzbekistan,UZB,2019,4.65
Uzbekistan,UZB,2020,4.77
Uzbekistan,UZB,2021,4.83
Uzbekistan,UZB,2022,4.78
Uzbekistan,UZB,2023,4.89
Vanuatu,VUT,1960,5.4307694
Vanuatu,VUT,1970,10.7349
Vanuatu,VUT,1980,6.1794
Vanuatu,VUT,2008,1.73
Venezuela,VEN,1974,0.343
Venezuela,VEN,1975,0.3315
Venezuela,VEN,1976,0.3429
Venezuela,VEN,1980,0.3319
Venezuela,VEN,1982,0.3704
Venezuela,VEN,1983,0.3582
Venezuela,VEN,1984,0.3728
Venezuela,VEN,1985,2.6931
Venezuela,VEN,1986,2.7001
Venezuela,VEN,1987,2.5983
Venezuela,VEN,1988,2.4996
Venezuela,VEN,1990,2.6779
Venezuela,VEN,1991,2.6776
Venezuela,VEN,1992,2.573
Venezuela,VEN,1993,2.6
Venezuela,VEN,1996,1.47
Venezuela,VEN,2011,0.94
Venezuela,VEN,2014,0.79
Venezuela,VEN,2015,0.75
Venezuela,VEN,2016,0.88
Venezuela,VEN,2017,0.91
Venezuela,VEN,2018,1.09
Venezuela,VEN,2019,0.93
Venezuela,VEN,2020,0.99
Vietnam,VNM,1980,3.4973
Vietnam,VNM,1981,3.6961
Vietnam,VNM,1989,3.3017
Vietnam,VNM,1990,3.8329
Vietnam,VNM,1997,1.67
Vietnam,VNM,2000,1.43
Vietnam,VNM,2001,1.44
Vietnam,VNM,2002,1.45
Vietnam,VNM,2003,1.47
Vietnam,VNM,2004,1.55
Vietnam,VNM,2005,1.57
Vietnam,VNM,2006,1.6
Vietnam,VNM,2007,1.71
Vietnam,VNM,2008,1.78
Vietnam,VNM,2009,1.9
Vietnam,VNM,2010,2.02
Vietnam,VNM,2011,2.21
Vietnam,VNM,2012,2.27
Vietnam,VNM,2013,2.3
Vietnam,VNM,2014,2.42
Vietnam,VNM,2015,2.51
Vietnam,VNM,2016,2.47
Vietnam,VNM,2017,2.52
World,OWID_WRL,1970,3.0746334
World,OWID_WRL,1975,2.4008803
World,OWID_WRL,1980,3.589925
World,OWID_WRL,1985,4.122378
World,OWID_WRL,1990,3.6308036
World,OWID_WRL,1991,3.4188397
World,OWID_WRL,2000,3.1287806
World,OWID_WRL,2001,3.0443633
World,OWID_WRL,2002,2.9918535
World,OWID_WRL,2003,2.9469547
World,OWID_WRL,2004,2.8565385
World,OWID_WRL,2005,2.8765588
World,OWID_WRL,2006,2.8233266
World,OWID_WRL,2007,2.792568
World,OWID_WRL,2008,2.7468276
World,OWID_WRL,2009,2.7566905
World,OWID_WRL,2010,2.7657287
World,OWID_WRL,2011,2.7440999
World,OWID_WRL,2012,2.8740296
World,OWID_WRL,2013,2.8434865
World,OWID_WRL,2014,2.860479
World,OWID_WRL,2015,2.9266357
World,OWID_WRL,2016,2.9174736
World,OWID_WRL,2017,2.9994235
World,OWID_WRL,2018,3.0665786
World,OWID_WRL,2019,3.0425963
World,OWID_WRL,2020,3.131684
World,OWID_WRL,2021,3.29386
Yemen,YEM,1960,0.45454547
Yemen,YEM,1970,0.8097
Yemen,YEM,1975,0.8655
Yemen,YEM,1990,0.8362
Yemen,YEM,1996,0.69
Yemen,YEM,1998,0.6
Yemen,YEM,2006,0.61
Yemen,YEM,2007,0.6
Yemen,YEM,2008,0.59
Yemen,YEM,2009,0.61
Yemen,YEM,2010,0.6
Yemen,YEM,2011,0.59
Yemen,YEM,2012,0.57
Yemen,YEM,2013,0.55
Yemen,YEM,2014,0.54
Yemen,YEM,2021,0.41
Yemen,YEM,2022,0.48
Yemen,YEM,2023,0.46
Zambia,ZMB,1960,2.8016555
Zambia,ZMB,1970,3.1611
Zambia,ZMB,1975,3.3368
Zambia,ZMB,1981,3.4822
Zambia,ZMB,2008,1.9
Zambia,ZMB,2010,2
Zimbabwe,ZWE,1960,3.876646
Zimbabwe,ZWE,1970,3.4954
Zimbabwe,ZWE,1975,3.3137
Zimbabwe,ZWE,1980,3.0027
Zimbabwe,ZWE,1985,1.3936
Zimbabwe,ZWE,1987,1.9408
Zimbabwe,ZWE,1990,0.5105
Zimbabwe,ZWE,2009,1.81
Zimbabwe,ZWE,2010,1.78
Zimbabwe,ZWE,2011,1.75
Zimbabwe,ZWE,2012,1.86
Zimbabwe,ZWE,2014,1.95
